KOID	3715	3717	3723	3733	3734	3744	3772	3773	3775
K00001	6	12	6	3	9	6	2	2	6
K00002	4	10	10	8	18	10	7	6	8
K00003	33	74	71	65	137	94	47	37	101
K00004	4	7	10	7	28	8	5	4	18
K00005	5	3	7	9	11	7	5	1	16
K00006	0	1	0	1	0	0	1	0	2
K00008	22	49	40	41	72	42	22	25	98
K00009	1	6	10	7	21	5	5	3	8
K00010	16	23	29	36	44	40	20	15	36
K00011	7	5	9	7	11	17	7	0	16
K00012	140	234	184	227	299	236	179	84	177
K00013	47	63	75	61	154	101	42	37	93
K00014	53	89	73	87	129	95	58	41	87
K00015	7	10	8	11	13	11	8	4	10
K00016	9	48	32	38	83	54	22	14	55
K00018	33	56	45	55	98	64	27	32	80
K00019	2	0	2	5	5	3	2	1	3
K00020	12	8	13	11	17	6	13	3	26
K00021	1	2	1	0	0	0	3	1	0
K00022	0	1	0	1	0	0	0	0	0
K00023	0	0	1	0	1	1	0	0	1
K00024	31	42	30	39	25	38	27	15	24
K00025	1	2	4	2	3	1	2	2	2
K00026	13	19	9	15	13	15	8	10	10
K00027	36	74	76	78	146	84	51	33	117
K00029	45	61	50	53	54	57	38	21	40
K00030	0	10	10	9	10	7	13	1	12
K00031	29	52	37	60	127	68	42	23	80
K00032	0	0	0	1	0	0	0	0	1
K00033	17	16	20	19	16	14	11	6	16
K00034	2	1	4	0	3	1	2	1	2
K00036	14	16	11	15	15	14	11	6	15
K00038	0	0	1	2	1	0	2	0	1
K00040	11	34	28	32	81	53	15	13	73
K00041	41	56	43	35	97	79	38	27	69
K00042	13	19	15	22	28	14	10	2	47
K00044	0	0	0	0	0	0	0	0	1
K00045	0	0	0	0	0	1	0	0	2
K00046	40	71	57	42	81	79	37	34	63
K00048	30	40	39	31	88	54	25	25	47
K00049	0	0	0	0	0	0	1	0	0
K00051	0	0	0	0	1	1	0	0	0
K00052	44	75	82	77	137	107	53	36	121
K00053	49	88	69	75	152	92	59	35	96
K00054	1	2	1	1	3	1	0	1	2
K00057	57	100	79	99	146	102	67	48	102
K00058	84	155	155	186	239	175	106	86	262
K00059	192	353	275	261	437	353	194	167	350
K00060	15	27	14	34	43	20	13	6	46
K00063	0	0	0	0	1	0	0	0	1
K00064	0	0	0	0	0	1	0	0	0
K00065	6	11	8	18	32	20	4	10	20
K00066	1	4	2	3	8	6	2	0	2
K00067	74	118	104	113	152	135	87	55	110
K00068	0	1	1	2	2	1	0	1	1
