3715,['3.2.1.23:4\n' '3.2.1.23:7\n']
3717,['3.2.1.23:2\n' '3.2.1.23:4\n' '3.2.1.23:6\n' '3.2.1.23:7\n']
3723,['3.2.1.23:2\n' '3.2.1.23:4\n' '3.2.1.23:6\n' '3.2.1.23:7\n']
3733,['3.2.1.23:4\n' '3.2.1.23:7\n']
3734,['3.2.1.23:3\n' '3.2.1.23:4\n' '3.2.1.23:6\n' '3.2.1.23:7\n']
3744,['3.2.1.23:2\n' '3.2.1.23:4\n' '3.2.1.23:6\n' '3.2.1.23:7\n']
3772,['3.2.1.23:2\n' '3.2.1.23:4\n']
3773,['3.2.1.23:2\n' '3.2.1.23:4\n' '3.2.1.23:6\n' '3.2.1.23:7\n']
3775,['3.2.1.23:4\n' '3.2.1.23:6\n' '3.2.1.23:7\n']
