3715,['3.2.1.169:3|3.2.1.35:1\n']
3717,['3.2.1.169:3|3.2.1.35:1\n']
3723,['3.2.1.169:3|3.2.1.35:1\n']
3733,['3.2.1.169:3|3.2.1.35:1\n']
3734,['3.2.1.169:3|3.2.1.35:1\n']
3744,['3.2.1.169:3|3.2.1.35:1\n']
3772,['3.2.1.169:3|3.2.1.35:1\n']
3773,['3.2.1.169:3|3.2.1.35:1\n']
3775,['3.2.1.169:3|3.2.1.35:1\n']
