,3715,3717,3723,3733,3734,3744,3772,3773,3775
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) species,100.000000,25.000000,50.000000,50.000000,33.333336,20.000000,50.000000,0.000000,0.000000
unclassified,0.000000,25.000000,50.000000,50.000000,0.000000,20.000000,50.000000,50.000000,50.000000
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus murinus;,0,25.000000,0,0,33.333336,20.000000,0,50.000000,0
Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:272;,0,25.000000,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter glycolicus;,0,0,0,0,33.333336,20.000000,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium hydrogeniformans;,0,0,0,0,0,20.000000,0,0,50.000000
