,3715,3717,3723,3733,3734,3744,3772,3773,3775
A,102,74,4,1,15,2,26,257,18
B,138,97,14,19,40,31,37,233,48
C,7393,12131,11105,12713,17596,13283,9193,13886,13908
D,1953,3491,3155,3156,5716,3918,2533,4766,3547
E,10502,17756,16697,18762,29415,20699,13031,21547,23178
F,4418,7618,6659,7696,11945,8867,5631,9207,8368
G,11257,20768,17112,18926,33313,23592,13188,25632,27361
H,5564,9148,8276,9344,13365,10190,6830,10191,10145
I,3569,6156,5447,5850,8967,6889,4532,7022,6419
J,10590,19107,16409,18569,28666,22011,14815,23303,18819
K,9323,17839,15893,16557,30141,20336,11617,21764,22011
L,10346,18341,17344,18093,32111,21832,14000,23696,19015
M,11085,19828,17772,19177,29190,21395,14488,21233,18854
N,605,2178,2214,1718,5797,2092,1568,2211,1419
O,5066,8319,6669,7653,11365,8701,6115,10092,7787
P,5829,9312,8366,9698,13265,10282,7175,10394,11143
Q,1339,2250,2028,2173,3302,2527,1627,2527,2610
R,16169,28138,24243,26659,41674,30968,19835,34079,31530
S,7009,13722,12220,13136,21610,15614,9755,15467,15658
T,5578,10616,9401,9351,19441,11958,6531,12848,12403
U,2798,4904,4172,4544,7109,4771,3830,5435,4059
V,3804,7219,6132,6766,12329,8259,4904,8573,8484
W,4,4,2,3,3,3,3,2,0
Y,12,7,0,0,0,0,2,27,2
Z,345,243,177,40,280,164,129,579,165
