Length,Frequency
2230,1
2233,1
2234,1
2235,1
26838,1
52077,1
8510,1
10022,1
3933,1
3934,1
6426,1
1840,2
1841,1
13818,1
20565,1
1845,2
4337,1
11726,1
4339,1
2240,1
2243,1
2245,1
2248,1
15910,1
8521,1
8525,2
3942,1
3944,1
6433,1
13825,1
1852,1
1854,1
1855,1
1856,1
1857,1
11733,1
4344,1
2254,2
2257,2
2259,1
8534,1
15925,1
8538,1
3953,1
68028,1
3958,1
6440,1
18416,1
3959,1
6448,1
1861,1
6449,1
1862,2
1864,1
1866,1
1868,1
1869,1
4353,1
11746,1
4359,1
2262,1
2265,1
2267,2
55895,1
12147,1
8542,1
3960,1
10055,1
3961,1
6456,1
1870,1
1871,1
1873,1
1874,1
1875,1
16335,1
1878,1
1879,1
73993,1
4368,1
4369,1
2271,2
2273,1
2278,1
500,6
501,8
3971,1
502,8
503,8
10066,1
504,9
3974,1
505,7
506,7
507,7
3977,1
508,7
509,8
6460,1
6466,1
1880,1
1883,1
1884,1
1885,1
1887,1
1889,1
4374,1
129587,1
4377,1
4379,1
40790,1
2283,1
2284,1
2286,1
2287,1
2288,1
12160,1
34447,1
510,13
8566,1
3980,1
511,11
512,7
513,9
514,10
515,10
1000,1
18441,1
3985,1
516,6
1001,2
517,8
1002,3
518,9
1003,1
519,8
25190,1
1004,3
6470,1
1005,5
1006,2
6472,1
1007,3
6473,1
1008,2
1891,1
1896,1
1898,1
1899,1
4380,1
16359,1
28987,1
4387,1
2701,1
14261,1
108127,1
2705,1
2707,1
2291,1
26896,1
2294,1
2297,1
2299,1
12170,1
3100,1
3104,1
8571,1
3107,1
10082,1
520,5
521,7
99183,1
522,9
523,6
524,9
3993,1
525,11
1010,1
526,7
1011,1
3995,1
527,9
528,7
1013,1
529,6
1014,2
157347,1
1016,3
1017,2
6483,1
1019,2
6488,1
95415,1
4394,1
4396,1
69763,1
2712,1
2713,1
2716,1
5200,1
2719,1
3110,1
3113,1
3114,1
10503,1
3115,1
3118,1
8586,1
530,8
531,8
532,7
533,6
534,8
6902,1
1020,1
535,8
1021,2
536,8
537,7
1023,2
538,9
1024,3
539,8
1025,3
25628,1
1026,1
6492,1
1027,2
1028,2
1029,2
6498,1
13889,1
4815,1
11790,1
7303,1
26027,1
2721,1
2723,1
2725,1
2727,1
5216,1
50475,1
12199,1
39057,1
10512,1
10513,1
3125,1
3127,1
8592,1
540,10
541,7
542,5
8598,1
543,7
544,10
1030,1
545,8
1031,2
546,6
1032,3
547,5
6914,1
548,6
1034,2
549,6
1035,2
1036,4
1037,3
1038,3
1039,1
4825,1
7310,1
7314,1
7319,1
2732,1
14294,1
2735,1
2736,1
2737,1
2739,1
5223,1
12613,1
3130,1
15108,1
3134,1
3137,1
3139,1
550,5
551,6
552,5
553,12
554,8
555,7
1040,2
556,8
1041,1
557,8
1042,2
558,3
1043,2
559,6
1044,2
138884,1
1046,1
1047,1
1048,1
1049,1
80324,1
9415,1
4832,1
61837,1
4837,1
7320,1
14711,1
2743,1
2746,1
2748,1
2749,1
5234,1
3142,1
10534,1
3147,1
3149,1
560,6
561,6
562,8
563,11
564,6
565,5
1050,3
566,6
1051,2
567,7
1052,1
568,5
1053,1
569,13
6936,1
1054,2
6937,1
1055,2
1056,2
6939,1
16810,1
1058,1
1059,1
30721,1
4841,1
4845,1
23567,1
2750,1
2755,1
2757,1
53408,1
3154,1
3156,1
570,7
571,10
572,8
573,6
574,5
1060,3
575,6
1061,1
576,7
1062,4
577,8
6945,1
1063,3
578,5
579,4
1065,1
1066,1
1067,3
1068,3
1069,2
9433,2
9437,1
14731,1
7342,1
2760,1
2761,1
2763,1
2764,1
2766,1
17225,1
2768,1
21489,1
5254,1
5255,1
5258,1
3163,1
3169,1
10559,1
580,7
581,4
13043,1
582,7
583,4
584,8
6951,1
1070,1
585,5
1071,2
586,7
1072,2
587,8
1073,3
588,5
1074,3
589,6
1075,2
1076,2
1077,2
16831,1
1079,2
4862,1
19322,1
7352,1
2771,2
2774,1
2775,1
2779,1
12658,1
5269,1
15141,1
3176,1
3179,2
276581,1
590,7
591,8
592,6
593,7
594,5
44176,1
595,6
1080,1
596,5
1081,2
597,4
1082,2
598,6
599,5
1085,2
1086,3
6969,1
1087,2
1088,1
9458,1
7360,1
7362,1
2781,1
2784,1
17246,1
5272,1
29878,1
5276,1
3185,1
1500,1
41699,1
1501,2
1502,1
1504,3
1505,1
1506,1
1507,2
1090,2
1091,4
1509,2
1092,2
13068,1
1094,2
6977,1
1095,2
1096,1
1097,2
1098,1
1099,2
9468,1
4881,1
14761,1
2790,1
2791,1
14768,1
2793,1
2797,1
3604,1
3190,1
3608,1
1510,1
3199,1
1511,2
1513,2
1515,1
1517,1
1518,1
61003,1
1519,1
4004,1
6989,1
4892,1
4894,1
4897,1
7389,1
5704,1
5709,1
5297,1
12687,1
3610,1
3614,1
6105,1
1520,1
1521,1
1522,1
1523,1
1524,1
1526,1
1527,1
6993,1
1528,1
1529,1
4011,1
11404,1
4018,1
7802,1
7807,1
55550,1
8207,1
3625,1
13500,1
1530,1
