Length,Frequency
4327,1
11716,1
4328,1
2230,2
2231,1
2235,1
2236,2
2237,1
3931,1
3934,1
10028,1
3935,1
6420,1
1841,3
1842,1
6429,1
1844,1
1845,1
1846,1
1848,1
4330,1
1849,1
4331,1
28935,1
4334,1
4336,1
4338,1
14213,1
2241,1
19684,1
2244,2
100599,1
2246,1
2248,1
17594,1
8524,1
27246,1
3940,1
22661,1
3942,1
3946,1
3948,1
3949,1
44945,1
1850,1
1852,2
1853,2
1857,2
1858,1
4344,1
2252,1
2254,1
2255,1
2256,1
2257,1
2259,1
12132,1
55883,1
154811,1
3954,1
3957,1
6443,1
1862,2
1863,1
1864,2
1866,3
1867,1
4350,1
4353,1
4356,1
2260,1
2261,1
2262,1
2265,1
2266,1
2267,1
2268,1
10050,1
8547,1
3962,1
3968,1
1870,2
1873,1
1874,1
1875,1
1876,2
1877,1
1878,1
1879,1
4361,1
2270,1
2271,2
2275,1
2276,1
500,4
501,6
3971,1
502,11
503,8
504,6
505,8
506,7
10069,1
3976,1
507,6
508,8
509,6
3979,1
6460,1
674112,1
6465,1
1880,1
6467,1
1882,1
1883,2
1884,1
1885,1
1886,1
1887,1
4371,1
4374,1
11769,1
2281,1
2282,2
2286,1
2289,1
510,6
511,8
512,7
513,6
514,7
515,7
1000,4
3985,1
516,13
1001,2
3986,1
517,5
1002,2
518,10
1003,4
3988,1
519,5
1004,3
1005,3
1006,2
1007,1
1008,3
1009,2
6475,1
1891,2
1893,1
1894,1
1895,1
1897,1
1898,1
4382,1
4385,1
4387,1
2700,1
2701,1
2702,1
2706,1
2707,1
2708,1
2291,1
2709,1
2293,1
2294,1
2296,1
2297,1
2299,1
27702,1
3100,1
3101,1
3103,1
8571,1
3106,1
520,9
521,4
522,7
523,5
524,8
525,9
1010,2
3994,1
526,4
1011,1
527,7
1012,5
3996,1
528,8
25616,1
529,7
1014,3
1015,3
3999,2
1016,4
1017,2
1018,3
1019,2
16362,1
4806,1
4391,1
4392,1
4394,1
4397,1
4399,1
2716,1
5201,1
3111,1
3116,1
3119,1
530,8
531,6
532,5
8589,1
533,9
534,7
1020,1
535,7
10099,1
536,7
537,11
1023,3
538,4
1024,2
539,12
1025,3
1026,3
1027,1
63497,1
1028,2
6494,1
1029,2
11795,1
2721,2
2723,1
2726,1
2729,1
12606,1
3122,1
3125,1
540,8
541,6
542,4
543,6
544,7
1030,2
545,8
1031,3
546,6
1032,1
547,8
1033,1
548,5
1034,3
549,8
1035,3
1036,2
1037,1
1038,1
1039,1
155279,1
7311,1
7315,1
2730,2
2734,1
2736,1
2738,1
5220,2
5223,1
3130,1
3136,1
3137,1
550,5
551,6
552,4
553,5
554,8
555,6
1040,2
556,11
1041,1
557,6
6924,1
1042,2
68099,1
558,5
1043,3
559,8
1045,2
1046,4
1047,1
1048,4
1049,1
47924,1
4830,1
4831,1
80329,1
23555,1
61839,1
2741,1
2744,1
2747,1
2748,1
2749,1
5236,1
55078,1
3141,1
3143,1
3145,1
10539,1
560,9
561,9
562,8
563,6
564,4
6931,1
565,5
1050,3
566,5
1051,3
567,7
1052,1
568,7
1053,1
569,8
1054,2
1055,3
1056,2
1057,2
1058,1
