Length,Frequency
2102,1
2512,1
2594,1
2922,1
11305,1
19915,1
2103,1
2144,1
2595,1
6203,1
2104,1
6245,1
2105,1
2187,1
2597,1
6697,1
26980,1
2147,1
2188,1
2107,2
6617,1
2108,1
2149,1
2518,1
2969,1
47690,1
22026,1
351344,1
3690,1
7380,1
3200,1
3651,1
81650,1
16176,1
3243,1
3284,1
7794,1
12077,1
16136,1
3613,1
3695,1
12857,1
3245,1
3655,1
7755,1
3206,1
3698,1
3658,1
7307,1
33158,1
37299,1
3249,1
89817,1
3209,1
23987,1
4380,1
270,3
680,3
8481,1
27229,1
30560,1
230,3
271,4
640,3
681,2
4751,1
231,4
272,1
600,3
641,2
682,2
4383,1
8401,1
273,1
601,5
642,4
4343,1
13546,1
233,5
274,1
602,3
643,5
684,3
4795,1
8444,1
30195,1
234,2
275,3
603,3
644,2
685,3
4304,1
4755,1
8814,1
8855,1
235,6
276,1
604,4
645,2
686,4
8487,1
236,2
277,3
605,6
646,3
687,2
24220,1
237,5
278,2
606,4
647,2
688,2
8489,1
238,1
279,2
607,6
648,2
689,3
8039,1
239,3
608,7
649,4
4309,1
609,2
10132,1
10911,1
14642,1
1340,2
1750,1
10543,1
1751,1
5441,1
5851,1
1301,1
1342,1
1711,1
1752,1
1793,1
10504,1
1302,1
1753,1
1794,1
5484,1
10177,1
10587,1
1303,2
1385,1
1713,2
5403,1
9585,1
10916,1
31664,1
1304,1
1345,1
1714,1
1796,1
1346,1
1387,1
5815,1
108742,1
1306,1
1347,1
1388,2
1798,1
21220,1
62739,1
1348,1
1717,1
1758,1
1799,1
1308,1
1759,1
5039,1
9139,1
1309,1
1719,1
29425,1
6170,1
2072,1
2892,1
6582,1
2852,1
15376,1
2033,1
2443,1
2484,1
2812,1
2034,1
2403,1
2444,1
6544,1
6995,1
36085,1
2855,1
2036,1
2446,1
2897,1
2406,1
2816,1
2857,1
53433,1
2079,1
26011,1
2039,1
2449,1
2859,1
2409,1
2819,1
26834,1
43401,1
47585,1
3990,1
7680,1
3171,1
3540,1
7681,1
3131,1
3951,1
12334,1
3132,1
3584,1
3912,1
3175,1
3954,1
3995,1
12706,1
3914,3
7604,1
37104,1
3177,1
3546,1
3587,1
3957,1
37147,1
3507,1
7279,1
13880,1
17981,1
17941,1
4270,1
160,12
570,4
980,1
4681,1
161,14
530,4
571,3
940,1
981,1
162,14
531,2
572,5
900,2
941,2
982,2
4642,1
8742,1
163,9
532,7
573,5
901,2
942,2
983,1
164,9
533,7
574,4
902,2
943,1
984,1
30454,1
165,11
534,4
575,5
903,1
944,1
985,1
4235,1
4604,1
166,9
535,5
576,7
904,2
945,2
4687,1
167,15
536,6
577,5
905,3
946,1
987,1
4278,1
8378,1
24561,1
168,10
537,5
578,4
906,2
34107,1
169,13
538,5
579,4
907,2
948,2
989,1
539,5
908,1
949,3
20423,1
909,1
28296,1
49701,1
14120,1
20098,1
1270,1
1680,1
45604,1
1230,1
1271,1
1681,2
5371,1
5740,1
1600,1
1682,1
1232,1
1601,1
1642,1
1233,3
1274,1
1602,1
1234,1
1275,1
1603,1
5703,1
1235,1
1276,1
14948,1
1236,1
1277,1
1605,1
1646,1
1687,2
1237,1
1278,1
1688,1
9068,1
1279,1
1607,1
1648,1
5379,1
5789,1
9028,1
1239,2
1608,1
21153,1
5709,1
21525,1
15670,1
11161,1
2780,1
11163,1
2371,1
2740,1
6840,1
32281,1
2782,1
11575,1
2742,1
6022,1
6842,1
2374,1
2375,1
6803,1
2376,1
2745,1
6476,1
2336,1
2746,1
2706,1
2379,1
6438,1
2709,1
12671,1
26317,1
3880,1
7980,1
60721,1
3020,1
3431,1
3800,1
7162,1
12265,1
3801,1
3842,1
3883,1
3064,1
3802,1
7902,1
3065,1
7534,1
37075,1
3435,1
3845,1
7577,1
7905,1
201350,1
3478,1
3847,1
3807,1
13770,1
17093,1
61492,1
8670,1
13732,1
17422,1
30790,1
460,8
870,2
4530,1
420,12
461,7
871,2
4121,1
4982,1
8221,1
8262,1
421,6
462,10
831,1
872,1
4163,1
13325,1
422,10
463,7
832,2
873,1
423,8
464,7
833,1
874,1
424,8
465,4
834,3
875,2
4535,1
4576,1
8635,1
8676,1
425,6
466,7
835,1
876,1
4946,1
8267,1
82576,1
426,9
467,8
836,3
877,3
4988,1
427,12
468,12
837,1
878,1
4948,1
34858,1
428,9
469,6
879,1
8229,1
24494,1
51835,1
429,7
839,2
10361,1
18193,1
1160,1
1980,1
5670,1
1530,1
1981,1
1162,1
1572,1
1900,1
5631,1
87320,1
1122,3
1532,1
1573,1
1983,1
1123,1
1164,1
1574,1
1902,1
1943,1
10326,1
31074,1
1165,1
1575,1
1903,1
14058,1
1125,2
1166,2
1535,1
1945,2
9776,1
1126,1
1577,1
1946,2
1987,1
5267,1
1127,1
1168,2
1578,1
1906,2
1947,1
1988,1
5678,1
66619,1
1128,1
1169,1
1538,1
52155,1
1539,1
1908,1
1949,1
31818,1
131439,1
25186,1
19660,1
29287,1
94353,1
2260,1
11094,1
2261,1
6320,1
2631,1
2222,1
2263,1
2632,1
32952,1
19256,1
6774,1
2266,1
11838,1
2267,1
2677,1
2227,2
2268,1
2638,1
2679,1
70234,1
12151,1
12193,1
3361,1
7092,1
7421,1
3363,1
12976,1
16256,1
3733,1
7054,1
7874,1
7465,1
3776,1
3367,1
7426,1
3327,1
3737,1
3369,1
7838,1
3739,1
23695,1
50669,1
17310,1
79946,1
4090,2
65851,1
390,14
4460,1
350,15
391,14
760,3
4051,1
4092,1
8930,1
48467,1
30230,1
310,1
351,16
392,8
720,2
761,3
4831,1
352,13
393,12
721,3
762,2
4422,1
8153,1
312,2
353,13
394,9
722,1
8113,1
313,2
354,11
395,14
764,2
4096,1
8524,1
314,1
355,10
396,12
724,3
765,2
315,5
356,14
397,7
725,3
766,1
8567,1
316,2
357,10
398,11
726,2
767,1
8158,1
358,15
399,12
727,3
768,1
4018,1
4059,1
4838,1
82099,1
318,3
359,15
728,2
769,3
319,3
729,3
41321,1
18860,1
128067,1
66991,1
1090,2
1050,2
10253,1
49115,1
1010,1
1051,1
1092,1
1420,1
1461,1
1830,1
1052,1
1093,1
1462,1
1012,3
1053,1
1094,1
1422,1
1873,1
1013,1
1054,1
1095,1
9664,1
1014,1
1055,1
1424,2
1465,1
1834,1
5196,1
10299,1
1097,2
1466,1
5935,1
1016,1
1057,1
1098,1
5526,1
5977,1
14729,1
1017,1
1058,1
1099,1
1427,1
1837,1
1428,2
1469,1
5569,1
1019,1
1839,1
5119,1
29915,1
2190,1
6290,1
15411,1
2560,1
46566,1
21759,1
2561,1
6620,1
6661,1
84660,1
2111,1
2152,1
36121,1
2153,1
2194,1
2522,1
2973,1
6253,1
6622,1
2933,1
2974,1
11357,1
2114,1
2196,1
2565,1
6665,1
15048,1
19517,1
2115,1
2525,1
2116,1
2567,1
6257,1
2117,2
2158,1
6299,1
2159,1
2979,1
2529,1
57247,1
26913,1
43520,1
7350,1
7760,1
3251,1
12864,1
60953,1
33940,1
3662,1
12414,1
3253,1
3294,1
7312,1
12005,1
12827,1
3256,2
3625,1
7315,1
3667,1
3219,1
3629,1
48722,1
40195,1
280,2
690,4
240,4
281,4
650,2
691,3
4720,1
200,7
241,3
282,1
610,5
651,2
692,3
4352,1
4393,1
30121,1
201,8
242,4
283,2
611,5
652,3
693,1
202,4
243,2
284,2
612,3
653,2
694,2
203,6
244,6
285,1
613,3
654,2
695,2
204,6
245,3
286,1
614,2
655,3
696,3
4397,1
4766,1
205,4
246,5
287,1
615,4
656,3
697,1
4357,1
4398,1
206,4
247,2
288,3
616,4
657,3
698,4
4358,1
4727,1
207,5
248,2
289,7
617,3
658,3
699,4
59855,1
208,6
249,3
618,5
659,3
209,6
619,2
20913,1
14691,1
20506,1
28789,1
1350,1
1391,1
5491,1
49415,1
1310,1
1351,1
1392,1
1761,1
18344,1
1393,1
1762,1
5001,1
1353,1
5084,1
9512,1
1313,3
1355,1
1396,2
1765,1
5004,1
1315,1
1356,1
1766,1
5825,1
1316,1
1357,2
1398,2
1726,1
1767,1
9106,1
56812,1
1317,1
1358,2
1399,1
1727,1
5048,1
1359,1
1728,1
5008,1
29883,1
224454,1
15793,1
63472,1
2040,1
2860,1
2041,1
6551,1
36420,1
2001,1
2862,2
2043,1
2453,1
6594,1
19815,1
2085,2
2086,2
2005,1
2497,1
2866,1
6515,1
2047,1
2088,1
2826,1
6188,1
6926,1
2007,1
2089,2
2458,1
2008,1
2418,1
22701,1
126423,1
95232,1
22337,1
3180,1
3591,1
12384,1
3100,1
3141,1
3510,1
7610,1
16034,1
3142,1
3183,1
3552,1
7242,1
47189,1
33011,1
7243,1
3554,1
3595,1
16857,1
3104,1
3514,1
7655,2
12758,1
3146,1
3966,1
7697,1
3147,1
3188,1
3926,1
3107,1
3189,1
3968,1
7289,1
7617,1
75292,1
23025,1
13400,1
113881,1
170,11
580,6
990,1
4240,1
8340,1
8791,1
23849,1
171,13
540,4
581,2
950,4
991,1
4610,1
13034,1
34151,1
172,10
500,4
541,10
582,6
910,2
992,2
4201,1
173,7
501,5
542,6
583,4
911,1
952,2
993,2
4284,1
174,9
502,5
543,3
584,5
912,3
953,1
8303,1
17506,1
140039,1
175,9
503,9
544,5
585,5
913,1
954,3
995,2
8714,1
176,11
504,5
545,4
586,5
914,1
955,1
4246,1
4615,1
4697,1
177,7
505,10
546,5
587,3
915,3
956,1
997,1
24940,1
178,11
506,3
547,3
588,5
916,1
957,2
998,1
4207,1
4289,1
20841,1
20021,1
179,10
507,5
548,6
589,6
917,2
958,2
999,1
4249,1
8349,1
508,9
549,10
918,3
959,2
509,4
10030,1
24536,1
66361,1
1280,1
1240,1
1281,1
1691,1
9030,1
10402,1
10484,1
1241,1
1610,1
1651,1
9031,1
1201,1
1242,1
1283,2
1611,1
18604,1
1202,1
1612,1
1653,1
1694,1
5302,1
18277,1
1203,1
1244,1
1285,1
39764,1
1204,1
5386,1
5796,1
135654,1
14917,1
1205,1
1246,1
1287,1
1697,1
1206,2
1247,1
1288,2
1616,2
1657,1
1698,1
1289,1
1617,1
1658,1
1208,2
35218,1
1209,1
42691,1
11540,1
11952,1
2340,1
2750,1
2300,1
2382,1
2710,1
6441,1
11914,1
15686,1
2343,1
2753,1
2794,1
19336,1
2344,1
11547,1
2304,1
2345,1
2714,1
6814,1
2346,1
2715,1
2797,1
6405,1
57432,1
2388,1
6406,1
6488,1
2799,1
6448,1
252041,1
2309,1
6819,1
47481,1
3070,1
16701,1
3071,1
43346,1
3031,1
3072,1
3402,1
3812,1
3894,1
7543,1
3813,1
7544,1
3855,1
3077,1
3487,1
7587,1
7956,1
12239,1
64018,1
7998,1
12609,1
3817,1
3408,1
7139,1
3409,1
3819,1
23365,1
4990,1
23738,1
470,4
880,2
4171,1
8230,1
13784,1
216140,1
17023,1
430,7
471,11
840,2
881,1
8272,1
431,15
472,6
800,1
841,2
882,4
8642,1
171409,1
432,8
473,5
801,4
842,2
883,2
8274,1
13377,1
69625,1
17887,1
433,10
474,6
802,4
884,2
4134,1
4503,1
4544,1
4585,1
4913,1
434,11
475,6
803,1
844,2
51431,1
435,7
476,3
804,1
845,2
886,1
4177,1
169658,1
436,11
477,7
805,1
846,2
887,1
437,9
478,9
806,2
847,2
888,2
4958,1
8648,1
438,6
479,7
807,3
848,2
889,2
439,8
808,3
849,3
809,2
28155,1
10371,1
20737,1
1170,1
1580,1
1990,1
1130,1
18574,1
14433,1
1131,1
1541,2
1582,2
1910,1
5272,1
5682,1
1173,2
1501,1
1952,1
9373,1
14476,1
1174,1
1912,1
1134,1
1544,1
1913,1
1954,1
1995,1
14027,1
1135,1
1504,1
1545,2
1586,2
1956,1
1137,1
1547,1
1588,1
1916,1
39616,1
31416,1
1548,1
1999,1
5279,1
5607,1
1139,2
1549,1
1509,1
98050,1
177702,1
21466,1
11430,1
15530,1
11063,1
2230,1
2271,1
6330,1
6371,1
6740,1
2272,1
42547,1
2232,1
2643,1
6374,1
109260,1
2275,1
105120,1
2604,1
2646,1
6377,1
2237,1
6706,1
2238,1
2607,1
2648,1
6748,1
22111,1
2609,1
26254,1
12573,1
68862,1
78408,1
3782,1
3332,1
3373,1
7842,1
7883,1
7884,1
37794,1
64766,1
3744,1
7803,1
3335,1
16269,1
3746,1
3706,1
7847,1
3338,1
7069,1
27762,1
58429,1
17731,1
360,13
770,1
4430,1
320,1
361,10
730,1
771,4
321,3
362,14
731,3
772,1
4022,1
4063,1
82841,1
322,1
363,12
732,1
773,3
4023,1
4802,1
17367,1
323,1
364,15
733,3
774,4
4434,1
4475,1
4844,1
13678,1
65006,1
324,2
365,15
734,3
775,3
4886,1
8166,1
366,7
735,3
776,2
4477,1
4805,1
326,1
367,13
736,1
777,1
4027,1
4847,1
8578,1
327,4
368,8
737,2
778,1
4438,1
8989,1
328,2
369,12
738,3
779,2
329,1
739,5
227984,1
24726,1
28048,1
1060,3
1470,1
5160,1
10222,1
1020,3
1061,1
1430,1
1471,1
1840,1
1881,1
1021,2
1062,2
1472,1
5900,1
5982,1
120209,1
1473,2
1842,1
1883,1
5573,1
9263,1
1023,1
1064,2
1802,1
9674,1
35074,1
1065,1
1434,1
1475,1
1844,1
1025,2
1066,2
1435,1
5904,1
1026,2
1477,1
1887,1
9226,1
29550,1
1027,1
1068,2
1437,1
1478,1
1806,1
1847,1
5127,1
5537,1
35816,1
29182,1
1028,2
1069,1
1438,1
1848,2
1889,1
5128,1
21352,1
1029,1
1439,1
5909,1
2570,1
2980,1
25459,1
2530,1
2940,1
2531,1
2900,1
11324,1
2122,1
2163,1
46948,1
32483,1
2123,1
2164,1
2533,1
2574,1
6633,1
6674,1
32074,1
2124,1
2534,1
2575,2
2903,1
6265,1
2945,1
2986,1
2536,1
2577,1
11739,1
2168,1
2537,1
2579,1
2907,1
6638,1
180978,1
70952,1
26144,1
22007,1
3260,1
7770,1
12463,1
3261,1
3671,1
3631,1
33910,1
12059,1
16939,1
3227,1
3678,1
7737,1
3269,1
7739,1
37649,1
33509,1
40982,1
27205,1
44263,1
17620,1
290,2
250,1
291,4
660,3
8010,1
8092,1
210,6
251,2
292,2
620,3
661,1
8052,1
8462,1
34600,1
211,6
252,3
293,1
621,3
662,2
4732,1
212,6
253,4
294,2
622,4
663,3
4364,1
30953,1
113105,1
213,5
254,4
623,4
664,5
4324,1
4775,1
281891,1
214,3
255,3
296,1
624,5
665,1
8466,1
215,5
256,3
625,7
666,3
216,7
257,3
298,1
626,4
667,3
8468,1
217,5
258,2
299,3
627,3
668,2
82327,1
86058,1
218,4
628,3
669,2
4739,1
8019,1
219,6
629,4
1770,1
5091,1
18394,1
1730,1
5051,1
9192,1
1321,2
1362,1
5872,1
1363,1
1773,1
10525,1
1323,1
1364,2
1774,1
56491,1
56040,1
5055,1
5465,1
5834,1
18727,1
52310,1
39434,1
1366,2
1735,1
10938,1
1367,1
1736,1
1777,1
5426,1
25340,1
21281,1
1327,1
1737,1
1778,2
1328,1
1369,1
1738,1
5838,1
1329,1
1739,1
9939,1
2050,1
29039,1
2010,1
2461,1
2830,1
2052,1
2093,1
2462,1
2053,1
2832,1
2873,1
6194,1
67176,1
2423,1
2464,1
6154,1
6974,1
2014,1
32744,1
2876,1
2098,1
6567,1
2017,1
2058,1
22751,1
70061,1
2059,1
2838,1
2429,1
109868,1
3190,1
3150,1
3110,1
3192,1
3971,1
7661,1
3111,1
3521,2
3562,1
3112,1
3563,1
7213,1
7624,1
3525,1
3566,1
7666,1
3116,1
3198,1
7258,1
54513,1
3159,1
3528,1
33028,1
50045,1
3529,1
7219,1
27999,1
144964,1
180,10
590,4
181,10
550,5
591,4
960,1
182,6
510,7
551,7
592,3
961,2
4252,1
8721,1
183,9
511,11
552,4
593,3
921,2
962,1
4212,1
4294,1
17187,1
184,8
512,6
553,4
594,3
922,1
963,3
8313,1
17598,1
185,8
513,5
554,3
595,3
923,1
964,1
4296,1
8396,1
145,144
186,10
514,6
555,5
924,2
965,1
4256,1
24990,1
146,66
187,5
515,7
556,5
597,3
925,1
966,1
4626,1
147,39
188,8
516,5
557,5
598,3
926,2
967,1
4258,1
148,23
189,7
517,7
558,3
599,4
927,2
968,2
8359,1
20811,1
149,20
518,6
559,6
928,2
969,1
4629,1
8729,1
519,4
929,2
268419,1
41195,1
1290,1
1250,1
1291,1
1660,1
1251,1
1292,2
1620,1
5310,1
5761,1
9492,1
14554,1
1293,1
1662,2
9042,1
10086,1
1212,1
1253,2
1294,1
1622,1
1663,1
9494,1
35632,1
1213,1
1295,2
1664,1
9003,1
9413,1
1214,1
1296,1
1624,1
1215,1
1297,2
1666,1
10869,1
1257,1
1626,1
5398,1
5726,1
10009,1
1217,1
1299,2
5358,1
21541,1
1218,2
1259,2
1628,1
1669,1
9008,1
39369,1
1629,1
5319,1
5729,1
108246,1
21914,1
11510,1
19711,1
2760,1
2351,1
6082,2
2393,1
2721,1
6042,1
2312,1
2394,1
6494,1
6863,1
2313,1
2395,1
2764,1
11106,1
11188,1
2396,1
15289,1
2356,1
2725,1
6825,1
15208,1
6457,1
6458,1
2728,1
2319,1
6009,1
68530,1
22278,1
12652,1
7181,1
7960,1
12653,1
3000,1
3041,1
3082,1
3492,1
3001,1
12245,1
3453,1
7553,1
7922,1
68166,1
3864,1
7185,1
3045,1
16389,1
3497,1
7105,1
7597,1
7147,1
3827,1
7599,1
7968,1
3008,1
3459,1
7518,1
3419,1
7929,1
480,9
890,1
4181,1
8650,1
13753,1
440,7
481,8
850,1
891,3
4100,1
4510,1
4920,1
8610,1
400,11
441,11
482,7
810,2
851,1
892,1
401,12
442,5
483,5
811,4
852,2
893,1
4102,1
4143,1
402,10
443,12
484,5
812,3
853,3
894,2
4595,1
8244,1
403,16
444,6
485,8
813,3
854,1
895,2
4186,1
404,9
445,7
486,4
814,3
855,2
896,1
4105,1
4187,1
4515,1
405,15
446,7
487,5
856,3
4557,1
4926,1
406,11
447,6
488,6
816,1
857,2
898,2
4968,1
407,11
448,9
489,5
817,1
858,1
899,2
408,10
449,8
818,1
859,2
4929,1
409,14
819,4
24434,1
24845,1
103349,1
1180,1
1590,1
9380,1
1140,2
1181,1
1550,2
1591,1
1100,3
1182,1
1510,1
1551,1
1101,2
1593,2
1921,1
1962,2
1102,1
1184,2
1512,2
1553,1
5243,1
5694,1
18956,1
1103,1
1144,1
1185,1
1554,1
1923,1
5203,1
5244,1
5654,1
1104,1
1145,1
1514,1
1555,1
1924,1
1105,2
1146,1
1187,1
1556,1
35115,1
1106,1
1147,1
1557,1
1598,1
1926,1
1967,1
1189,1
1517,1
1599,1
9799,1
25982,1
25941,1
1108,2
1149,2
9349,1
73252,1
1519,2
46650,1
11482,1
15132,1
32191,1
2200,2
2241,1
6751,1
6792,1
2242,1
15914,1
2612,1
6344,1
2286,2
2614,1
6755,1
2205,1
2246,1
2657,1
2698,1
6306,1
6798,1
36216,1
22530,1
105584,1
2207,1
2289,1
2617,1
6348,1
26635,1
22986,1
3791,1
16274,1
3751,1
7400,1
7482,1
3301,1
3343,1
3712,1
3753,1
12505,1
3754,1
3796,1
16689,1
3305,1
7036,1
7856,2
54332,1
158053,1
27320,1
3758,1
7448,1
7859,1
7409,1
13600,1
123298,1
4890,1
75458,1
370,8
780,1
330,1
371,11
740,1
781,2
4482,1
4851,1
331,2
372,7
700,1
741,2
782,2
4811,1
4893,1
8501,1
8993,1
38411,1
373,12
701,2
742,2
783,1
4033,1
4484,1
8912,1
333,3
374,8
702,4
743,3
784,1
4075,1
334,1
375,10
703,4
744,3
785,2
4445,1
4486,1
335,2
376,11
704,2
786,3
336,1
377,8
705,3
746,2
787,3
4857,1
337,1
378,11
706,5
747,3
788,1
4079,1
4407,1
8179,1
379,8
707,3
748,3
789,2
4039,1
4859,1
8918,1
339,2
708,4
709,2
1070,2
1480,1
20269,1
72417,1
1071,2
1440,2
1031,3
1072,1
1400,1
1441,1
1482,1
1851,1
5172,1
5582,1
18885,1
14703,1
1032,2
1442,1
1483,2
1852,1
5993,1
9273,1
1033,2
1074,1
1402,1
1443,2
1853,1
1894,1
10646,1
1034,2
1075,1
1403,1
1444,1
9644,1
9685,1
1035,1
1076,2
1445,1
1814,1
1855,1
1896,1
5504,1
1077,2
1405,1
1446,2
1487,1
1815,1
1856,1
10608,1
1078,2
1898,1
1407,1
1448,1
1489,1
5548,1
52844,1
1039,3
1408,1
1449,2
5918,1
1409,1
25834,1
21366,1
11700,1
6230,1
2910,1
6272,1
19165,1
2501,1
19535,1
36921,1
36183,1
2953,1
2994,1
2134,1
2585,1
6603,1
2504,1
2914,1
2955,1
6645,1
11379,1
2546,1
2997,1
6605,1
32005,1
2137,1
2178,1
2506,1
2548,1
6238,1
2139,1
2549,1
2919,1
3270,1
16573,1
7371,1
3231,1
12844,1
43916,1
3642,1
12025,1
3274,1
7333,1
7743,1
3604,1
7335,1
3277,1
3687,1
33188,1
3609,1
7709,1
106536,1
48333,1
260,3
670,5
220,7
261,4
630,3
671,3
4372,1
8062,1
221,4
262,3
631,3
672,4
8432,1
222,3
263,3
632,3
673,1
8023,1
8884,1
13946,1
223,4
264,6
633,3
674,3
4334,1
13127,1
224,6
265,2
634,3
675,4
225,4
266,3
635,2
676,3
4377,1
4705,1
8477,1
226,2
267,1
636,3
677,3
8888,1
227,4
268,2
637,3
678,6
8069,1
228,3
269,1
638,3
679,3
229,4
639,3
66490,1
20567,1
10900,1
28727,1
1330,1
1371,1
18774,1
1331,1
1372,1
1782,1
5062,1
5882,1
35300,1
1701,1
1742,1
1783,1
5473,1
10986,1
1333,1
1374,2
5064,1
5433,1
14267,1
1334,1
1703,1
1744,1
10127,1
1335,1
1376,1
1745,2
10948,1
14679,1
83475,1
1377,1
1787,1
5846,1
1337,2
1378,1
1747,1
5027,1
29820,1
1379,1
1707,1
1748,1
1789,2
5069,1
9538,1
9948,1
1339,1
1749,1
1709,1
21258,1
2060,1
2470,2
2880,2
2061,1
2472,1
2882,1
11634,1
2842,1
6532,1
2023,1
2474,1
2884,1
6123,1
6164,1
6984,1
11267,1
2065,1
6903,1
15738,1
2027,1
2437,1
2478,1
2806,1
2888,1
6168,1
2479,1
2848,1
6128,1
2439,1
2808,1
43021,1
22768,1
12363,1
12732,1
3530,1
3532,1
3942,1
7222,1
64186,1
3123,1
7674,1
12777,1
37174,1
3534,1
3575,1
3166,1
3535,1
3986,1
7266,1
3905,1
16429,1
3168,1
3578,1
3128,1
3539,1
3949,1
3909,1
40802,1
190,6
4670,1
150,23
191,10
560,6
970,1
4220,1
34991,1
151,18
192,7
520,10
561,2
4262,1
8772,1
152,19
193,5
521,6
562,6
931,2
972,1
153,22
194,10
522,8
563,6
973,1
13467,1
154,16
195,4
523,5
564,5
933,2
38685,1
155,16
196,4
524,7
565,3
934,3
975,3
4225,1
4266,1
4635,1
30076,1
156,16
197,7
525,7
566,2
935,1
976,2
38605,1
157,13
198,7
526,7
567,5
936,1
977,1
20451,1
158,17
199,5
527,6
568,6
978,2
38279,1
159,12
528,10
569,5
938,2
979,1
529,4
939,2
14970,1
76335,1
24148,1
1260,3
1670,1
5360,1
1220,2
1261,1
1630,1
1671,1
5771,1
9092,1
1631,1
1672,1
9831,1
1222,1
1263,1
1632,1
1673,1
1223,1
1264,1
1224,1
1265,2
1634,1
5775,1
10058,1
14199,1
1225,1
1266,2
1676,1
1226,2
1267,1
1636,1
5367,1
5736,1
9426,1
296128,1
1227,1
1268,1
9468,1
1638,1
5369,1
5329,1
139738,1
