,3715,3717,3723,3733,3734,3744,3772,3773,3775,3715.,3717.,3723.,3733.,3734.,3744.,3772.,3773.,3775.
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,48.051949,36.220474,37.078651,27.586206,21.161825,30.061350,51.923077,26.543209,22.058825
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,24.675325,30.708662,35.955055,43.965519,35.684647,30.061350,11.538462,37.037037,45.588234
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,1.298701,0.787402,0,0,2.074689,0,1.923077,0,0.490196
Bacteria;Actinobacteria;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,1.298701,1.574803,1.123595,0,0.414938,2.453988,0,1.851852,0
Viruses,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,0,0,0,0,0,0,0,0,0,10.389610,11.811024,6.741573,12.931034,9.958507,4.907975,7.692308,7.407407,14.215687
unclassified,0,0,0,0,0,0,0,0,0,14.285715,18.897638,15.730338,15.517241,30.290458,32.515338,26.923078,27.160493,17.647059
Bacteria;Spirochaetes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,2.247191,0,0.414938,0,0,0,0
Bacteria;Deinococcus-Thermus;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,1.123595,0,0,0,0,0,0
