,3715,3717,3723,3733,3734,3744,3772,3773,3775,3715.,3717.,3733.,3734.,3744.,3772.,3773.,3775.
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,61.111111,37.218815,38.950275,19.404917,29.662523,41.947563,26.517572,29.084381
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,14.583333,31.492842,31.491713,42.561447,33.392540,20.973782,36.581467,42.010773
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,1.041667,1.840491,1.104972,0.776197,1.598579,1.498127,1.437700,1.256732
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,1.041667,0.613497,0.552486,0.646831,0.177620,0.749064,0.638978,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0,0.129366,0.177620,0.374532,0.159744,0.179533
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0,0.374532,0.319489,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.408998,1.104972,0.517464,0.710480,0.374532,0.638978,0.897666
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.817996,0.552486,0,1.243339,0.749064,0.638978,0.538600
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.613497,0.276243,0.388098,0,0.749064,0.159744,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0.276243,0.129366,0.177620,0.374532,0.159744,0
Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.408998,0.276243,0.129366,0,0.374532,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0.276243,0.517464,0.710480,0.374532,0.638978,0.179533
Viruses,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,0,0,0,0,0,0,0,0,0,7.986111,6.134969,9.116022,9.961190,7.815275,9.737827,7.827476,7.001796
unclassified,0,0,0,0,0,0,0,0,0,11.458334,16.768916,12.707183,21.862872,20.959148,16.479401,20.127796,16.337523
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.408998,0,0.258732,0,0,0.319489,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.408998,0,0.258732,0,0.749064,0,0.179533
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.408998,0.276243,0.129366,0.532860,0,0.319489,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.408998,1.381215,0.129366,0.177620,1.123595,0.319489,0.179533
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.204499,0,0,0,0,0,0.179533
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.204499,0,0.517464,0.532860,0,0.479233,0.538600
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.204499,0,0.129366,0.177620,0,0,0
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.204499,0,0.129366,0.532860,0,0.319489,0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.204499,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.204499,0,0,0,0,0,0.179533
Bacteria;Verrucomicrobia;Opitutae;Opitutales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.204499,0,0.129366,0.355240,0,0.319489,0.179533
