,3715,3717,3723,3733,3734,3744,3772,3773,3775,3715.,3717.,3733.,3734.,3744.,3772.,3773.,3775.
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,0,0,0,0,0,0,0,0,0,37.500000,21.472393,23.480663,11.125484,14.920071,25.842697,15.814696,17.235188
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,0,0,0,0,0,0,0,0,0,10.069445,18.200409,14.640884,18.111254,15.630550,7.490636,16.773163,22.800718
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,0,0,0,0,0,0,0,0,0,5.902778,2.862986,2.209945,2.587322,3.552398,2.621723,4.153355,4.129264
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,0,0,0,0,0,0,0,0,0,5.555556,4.089980,3.314917,1.811126,2.664298,3.745318,2.555911,1.615799
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,0,0,0,0,0,0,0,0,0,3.472222,3.271984,3.314917,1.034929,2.309059,1.123595,1.757189,1.077199
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,0,0,0,0,0,0,0,0,0,3.125000,2.044990,1.933702,0.646831,1.953819,4.494382,0.638978,1.615799
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,0,0,0,0,0,0,0,0,0,1.388889,3.067485,3.314917,4.527813,1.776199,2.621723,3.194888,2.333932
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;NA;NA;,0,0,0,0,0,0,0,0,0,1.388889,0.204499,1.104972,0,0.355240,0.749064,0.319489,0.538600
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,0,0,0,0,0,0,0,0,0,1.041667,1.635992,1.104972,0.517464,0.888099,1.123595,1.277955,1.077199
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,0,0,0,0,0,0,0,0,0,1.041667,4.294478,7.734807,10.478655,8.703375,6.367041,7.987221,7.360861
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.694444,0.204499,0.276243,0.129366,0,0,0.159744,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.694444,0.613497,0.276243,0.258732,0.355240,0.374532,0.159744,0.179533
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.694444,0.204499,1.104972,0,0.532860,1.498127,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0,0.374532,0.319489,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.817996,0.552486,0,1.243339,0.749064,0.638978,0.359066
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0.177620,0,0.319489,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.613497,0.276243,0.388098,0,0.749064,0.159744,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.408998,0,0.258732,0,0,0.159744,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0.276243,0.129366,0.177620,0.374532,0.159744,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0.258732,0.177620,0,0.159744,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0,0.129366,0.177620,0.374532,0.159744,0.179533
