,3715,3717,3723,3733,3734,3744,3772,3773,3775,3715.,3717.,3733.,3734.,3744.,3772.,3773.,3775.
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,0,0,0,0,0,0,0,0,0,37.152779,20.858896,22.928177,10.608021,14.387211,25.093634,15.335463,17.055656
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,0,0,0,0,0,0,0,0,0,5.208333,2.453988,2.209945,2.328590,3.019538,2.621723,3.833866,3.949731
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,0,0,0,0,0,0,0,0,0,3.472222,3.067485,3.038674,1.034929,2.309059,0.749064,1.597444,1.077199
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,0,0,0,0,0,0,0,0,0,3.125000,2.044990,1.933702,0.646831,1.953819,4.494382,0.638978,1.615799
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,0,0,0,0,0,0,0,0,0,1.388889,0.204499,1.104972,0,0.355240,0.749064,0.319489,0.538600
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;,0,0,0,0,0,0,0,0,0,1.388889,2.044990,1.381215,0.776197,1.243339,1.123595,2.396166,3.590664
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,0,0,0,0,0,0,0,0,0,1.041667,1.635992,1.104972,0.517464,0.888099,1.123595,1.118211,1.077199
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,0,0,0,0,0,0,0,0,0,0.694444,2.044990,1.381215,2.846054,1.243339,0.749064,1.916933,1.077199
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;NA;,0,0,0,0,0,0,0,0,0,0.694444,0,0,0,0,0,0,0.179533
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;,0,0,0,0,0,0,0,0,0,0.694444,0.204499,1.104972,0,0.355240,1.498127,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Candidatus Amulumruptor;NA;,0,0,0,0,0,0,0,0,0,0.694444,0.408998,0.276243,0,0.177620,0.749064,0.159744,0.179533
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Schaedlerella;NA;,0,0,0,0,0,0,0,0,0,0.694444,0.817996,0,0.258732,0.710480,0.749064,0.958466,0.359066
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;,0,0,0,0,0,0,0,0,0,0.347222,1.226994,0.828729,1.293661,1.598579,0.374532,0.958466,1.256732
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.613497,1.933702,1.940492,1.243339,0,1.597444,1.256732
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0.177620,0,0.319489,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.408998,0,0.258732,0,0,0.159744,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0,0.374532,0.319489,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Rathayibacter;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.408998,0,0,0.177620,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0.276243,0,0,0,0.159744,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0,0.129366,0.177620,0.374532,0.159744,0.179533
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Prolixibacter;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0.177620,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.408998,0.276243,0.388098,0.710480,0,0.159744,0.179533
Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.613497,0.276243,0.258732,0.177620,0.374532,0,0.179533
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0,0,0.177620,0,0.159744,0.179533
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Butyricicoccus;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0,0,0,0,0.159744,0.179533
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.408998,1.381215,0.388098,1.065719,0,0.479233,1.077199
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.613497,0.276243,0.776197,0.888099,0,0.958466,1.077199
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Drancourtella;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0,0.374532,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cuneatibacter;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0.276243,0.388098,0,0,0.159744,0.359066
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0.276243,0.258732,0.177620,0.374532,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pararcticibacter;NA;,0,0,0,0,0,0,0,0,0,0.347222,0.204499,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lacrimispora;NA;,0,0,0,0,0,0,0,0,0,0.347222,0,0,0.129366,0.177620,0,0.319489,0.179533
Viruses,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,0,0,0,0,0,0,0,0,0,24.652777,26.175869,29.005524,31.306597,29.307281,25.093634,25.878593,29.263914
unclassified,0,0,0,0,0,0,0,0,0,11.458334,16.768916,12.707183,21.862872,20.959148,16.479401,20.127796,16.337523
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;,0,0,0,0,0,0,0,0,0,0,2.249489,0.828729,1.423027,1.243339,1.498127,2.555911,1.974865
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;,0,0,0,0,0,0,0,0,0,0,1.431493,0.276243,1.681759,0.532860,0,0.638978,1.615799
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;NA;,0,0,0,0,0,0,0,0,0,0,0.817996,0,0.129366,0.177620,0,0.638978,0.538600
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;NA;,0,0,0,0,0,0,0,0,0,0,0.817996,0,0.646831,0.355240,1.498127,0.798722,1.256732
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;NA;,0,0,0,0,0,0,0,0,0,0,0.613497,1.933702,3.492885,1.598579,2.247191,1.437700,0.897666
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;NA;,0,0,0,0,0,0,0,0,0,0,0.613497,0,0.388098,0.177620,0.374532,0.159744,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,0,0,0,0,0,0,0,0,0,0,0.408998,0.828729,1.293661,0.888099,0,1.437700,0.897666
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator;NA;,0,0,0,0,0,0,0,0,0,0,0.408998,0,0.258732,0,0.374532,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;NA;,0,0,0,0,0,0,0,0,0,0,0.408998,0,0.129366,0,0.374532,0,0.179533
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger;NA;,0,0,0,0,0,0,0,0,0,0,0.408998,0.276243,1.293661,0.355240,0.374532,0.638978,0
