"","X3715","X3717","X3723","X3733","X3734","X3744","X3772","X3773","X3775"
"PL22",690.803482041531,521.110282825364,442.613230853635,393.207360802257,403.164578300127,501.921577805781,463.717029129336,523.015793840636,413.422435458803
"GT2",5137.22256811342,5425.36644708031,5680.59761523382,5849.64788017027,5203.25828235668,4938.02258164805,5707.06287260743,4783.93735386227,4744.56126759949
"GH2",8619.963615828,8074.1232822874,8356.39578357626,8010.6362328146,8976.49992289042,8453.11389288266,8057.62850302165,8879.95130655238,9333.35436638866
"CE9",1831.13189106643,1937.19000231358,2036.73093662863,2124.64145374665,2019.88159530903,2013.4272443026,2054.01931711521,1916.64674991677,2295.37622341226
