3 & 4 are the exact same																																										
																																										
3											4											2											1									
KO	3715	3717	3723	3733	3734	3744	3772	3773	3775		KO	3715	3717	3723	3733	3734	3744	3772	3773	3775		KO	3715	3717	3723	3733	3734	3744	3772	3773	3775		KO	3715	3717	3723	3733	3734	3744	3772	3773	3775
K00001	0.1	0.107623318	0.063829787	0.028037383	0.055727554	0.046153846	0.02247191	0.037735849	0.056872038		K00001	0.1	0.107623318	0.063829787	0.028037383	0.055727554	0.046153846	0.02247191	0.037735849	0.056872038		K00001	0.100840336	0.108597285	0.065217391	0.028708134	0.056426332	0.046875	0.022988506	0.038461538	0.057416268		K00001	0.084507042	0.092664093	0.053571429	0.02238806	0.044117647	0.037383178	0.018867925	0.035714286	0.046153846
K00002	0.066666667	0.089686099	0.106382979	0.074766355	0.111455108	0.076923077	0.078651685	0.113207547	0.075829384		K00002	0.066666667	0.089686099	0.106382979	0.074766355	0.111455108	0.076923077	0.078651685	0.113207547	0.075829384		K00002	0.067226891	0.090497738	0.108695652	0.076555024	0.112852665	0.078125	0.08045977	0.115384615	0.076555024		K00002	0.042253521	0.061776062	0.080357143	0.052238806	0.073529412	0.049844237	0.066037736	0.089285714	0.046153846
K00003	0.55	0.66367713	0.755319149	0.607476636	0.848297214	0.723076923	0.528089888	0.698113208	0.957345972		K00003	0.55	0.66367713	0.755319149	0.607476636	0.848297214	0.723076923	0.528089888	0.698113208	0.957345972		K00003	0.571428571	0.696832579	0.804347826	0.650717703	0.896551724	0.765625	0.563218391	0.730769231	1.004784689		K00003	0.450704225	0.563706564	0.598214286	0.470149254	0.632352941	0.585669782	0.424528302	0.660714286	0.807692308
K00004	0.066666667	0.062780269	0.106382979	0.065420561	0.173374613	0.061538462	0.056179775	0.075471698	0.170616114		K00004	0.066666667	0.062780269	0.106382979	0.065420561	0.173374613	0.061538462	0.056179775	0.075471698	0.170616114		K00004	0.067226891	0.063348416	0.108695652	0.066985646	0.175548589	0.0625	0.057471264	0.076923077	0.172248804		K00004	0.056338028	0.054054054	0.089285714	0.052238806	0.137254902	0.049844237	0.047169811	0.071428571	0.138461538
K00005	0.083333333	0.02690583	0.074468085	0.08411215	0.068111455	0.053846154	0.056179775	0.018867925	0.151658768		K00005	0.083333333	0.02690583	0.074468085	0.08411215	0.068111455	0.053846154	0.056179775	0.018867925	0.151658768		K00005	0.067226891	0.018099548	0.065217391	0.076555024	0.062695925	0.046875	0.045977011	0	0.14354067		K00005	0.056338028	0.023166023	0.053571429	0.059701493	0.049019608	0.043613707	0.037735849	0	0.123076923
K00006	0	0.00896861	0	0.009345794	0	0	0.011235955	0	0.018957346		K00006	0	0.00896861	0	0.009345794	0	0	0.011235955	0	0.018957346		K00006	0	0.009049774	0	0.009569378	0	0	0.011494253	0	0.019138756		K00006	0	0.007722008	0	0.007462687	0	0	0.009433962	0	0.015384615
K00008	0.366666667	0.439461883	0.425531915	0.38317757	0.445820433	0.323076923	0.247191011	0.471698113	0.928909953		K00008	0.366666667	0.439461883	0.425531915	0.38317757	0.445820433	0.323076923	0.247191011	0.471698113	0.928909953		K00008	0.386554622	0.461538462	0.445652174	0.411483254	0.470219436	0.34375	0.264367816	0.5	0.976076555		K00008	0.295774648	0.370656371	0.348214286	0.305970149	0.348039216	0.255451713	0.216981132	0.428571429	0.769230769
K00009	0.016666667	0.053811659	0.106382979	0.065420561	0.13003096	0.038461538	0.056179775	0.056603774	0.075829384		K00009	0.016666667	0.053811659	0.106382979	0.065420561	0.13003096	0.038461538	0.056179775	0.056603774	0.075829384		K00009	0.016806723	0.054298643	0.108695652	0.066985646	0.131661442	0.0390625	0.057471264	0.057692308	0.076555024		K00009	0	0.038610039	0.080357143	0.044776119	0.098039216	0.024922118	0.037735849	0.035714286	0.053846154
K00010	0.266666667	0.206278027	0.308510638	0.336448598	0.27244582	0.307692308	0.224719101	0.283018868	0.341232227		K00010	0.266666667	0.206278027	0.308510638	0.336448598	0.27244582	0.307692308	0.224719101	0.283018868	0.341232227		K00010	0.268907563	0.21719457	0.326086957	0.354066986	0.282131661	0.3203125	0.229885057	0.288461538	0.354066986		K00010	0.225352113	0.177606178	0.258928571	0.28358209	0.220588235	0.261682243	0.188679245	0.267857143	0.3
K00011	0.116666667	0.044843049	0.095744681	0.065420561	0.068111455	0.130769231	0.078651685	0	0.151658768		K00011	0.116666667	0.044843049	0.095744681	0.065420561	0.068111455	0.130769231	0.078651685	0	0.151658768		K00011	0.117647059	0.045248869	0.097826087	0.066985646	0.068965517	0.1328125	0.08045977	0	0.153110048		K00011	0.098591549	0.038610039	0.080357143	0.052238806	0.053921569	0.105919003	0.066037736	0	0.123076923
K00012	2.333333333	2.098654709	1.957446809	2.121495327	1.851393189	1.815384615	2.011235955	1.58490566	1.677725118		K00012	2.333333333	2.098654709	1.957446809	2.121495327	1.851393189	1.815384615	2.011235955	1.58490566	1.677725118		K00012	2.453781513	2.21719457	2.097826087	2.277511962	1.962382445	1.9296875	2.149425287	1.692307692	1.770334928		K00012	1.887323944	1.768339768	1.526785714	1.611940299	1.352941176	1.451713396	1.575471698	1.482142857	1.4
K00013	0.783333333	0.565022422	0.79787234	0.570093458	0.953560372	0.776923077	0.471910112	0.698113208	0.881516588		K00013	0.783333333	0.565022422	0.79787234	0.570093458	0.953560372	0.776923077	0.471910112	0.698113208	0.881516588		K00013	0.823529412	0.597285068	0.847826087	0.612440191	1.009404389	0.8203125	0.505747126	0.730769231	0.928229665		K00013	0.61971831	0.471042471	0.616071429	0.425373134	0.696078431	0.61682243	0.367924528	0.642857143	0.730769231
K00014	0.883333333	0.798206278	0.776595745	0.813084112	0.79876161	0.730769231	0.651685393	0.773584906	0.82464455		K00014	0.883333333	0.798206278	0.776595745	0.813084112	0.79876161	0.730769231	0.651685393	0.773584906	0.82464455		K00014	0.924369748	0.841628959	0.826086957	0.870813397	0.846394984	0.7734375	0.689655172	0.826923077	0.870813397		K00014	0.845070423	0.756756757	0.723214286	0.753731343	0.730392157	0.685358255	0.622641509	0.75	0.8
K00015	0.116666667	0.089686099	0.085106383	0.102803738	0.080495356	0.084615385	0.08988764	0.075471698	0.09478673		K00015	0.116666667	0.089686099	0.085106383	0.102803738	0.080495356	0.084615385	0.08988764	0.075471698	0.09478673		K00015	0.117647059	0.090497738	0.086956522	0.105263158	0.081504702	0.0859375	0.091954023	0.076923077	0.09569378		K00015	0.098591549	0.077220077	0.071428571	0.082089552	0.06372549	0.068535826	0.075471698	0.071428571	0.076923077
