3 & 4 are the exact same																																										
																																										
3											4											2											1									
K00016	0.15	0.430493274	0.340425532	0.355140187	0.513931889	0.415384615	0.247191011	0.264150943	0.521327014		K00016	0.15	0.430493274	0.340425532	0.355140187	0.513931889	0.415384615	0.247191011	0.264150943	0.521327014		K00016	0.134453782	0.416289593	0.336956522	0.354066986	0.507836991	0.40625	0.24137931	0.25	0.507177033		K00016	0.126760563	0.393822394	0.294642857	0.305970149	0.43627451	0.367601246	0.216981132	0.25	0.469230769
K00018	0.55	0.502242152	0.478723404	0.514018692	0.606811146	0.492307692	0.303370787	0.603773585	0.758293839		K00018	0.55	0.502242152	0.478723404	0.514018692	0.606811146	0.492307692	0.303370787	0.603773585	0.758293839		K00018	0.571428571	0.524886878	0.510869565	0.545454545	0.639498433	0.5234375	0.32183908	0.634615385	0.794258373		K00018	0.464788732	0.432432432	0.401785714	0.410447761	0.485294118	0.398753894	0.273584906	0.553571429	0.615384615
K00019	0.033333333	0	0.021276596	0.046728972	0.030959752	0.023076923	0.02247191	0.018867925	0.028436019		K00019	0.033333333	0	0.021276596	0.046728972	0.030959752	0.023076923	0.02247191	0.018867925	0.028436019		K00019	0.033613445	0	0.02173913	0.04784689	0.031347962	0.0234375	0.022988506	0.019230769	0.028708134		K00019	0.028169014	0	0.017857143	0.037313433	0.024509804	0.018691589	0.018867925	0.017857143	0.023076923
K00020	0.2	0.071748879	0.138297872	0.102803738	0.105263158	0.046153846	0.146067416	0.056603774	0.246445498		K00020	0.2	0.071748879	0.138297872	0.102803738	0.105263158	0.046153846	0.146067416	0.056603774	0.246445498		K00020	0.201680672	0.07239819	0.141304348	0.105263158	0.106583072	0.046875	0.149425287	0.057692308	0.258373206		K00020	0.183098592	0.061776062	0.125	0.089552239	0.088235294	0.037383178	0.132075472	0.053571429	0.230769231
K00021	0.016666667	0.01793722	0.010638298	0	0	0	0.033707865	0.018867925	0		K00021	0.016666667	0.01793722	0.010638298	0	0	0	0.033707865	0.018867925	0		K00021	0.016806723	0.018099548	0.010869565	0	0	0	0.034482759	0.019230769	0		K00021	0	0.007722008	0	0	0	0	0.018867925	0	0
K00022	0	0.00896861	0	0.009345794	0	0	0	0	0		K00022	0	0.00896861	0	0.009345794	0	0	0	0	0		K00022	0	0.009049774	0	0.009569378	0	0	0	0	0		K00022	0	0.007722008	0	0.007462687	0	0	0	0	0
K00023	0	0	0.010638298	0	0.00619195	0.007692308	0	0	0.009478673		K00023	0	0	0.010638298	0	0.00619195	0.007692308	0	0	0.009478673		K00023	0	0	0	0	0	0	0	0	0		K00023	0	0	0.008928571	0	0.004901961	0.00623053	0	0	0.007692308
K00024	0.516666667	0.376681614	0.319148936	0.364485981	0.154798762	0.292307692	0.303370787	0.283018868	0.227488152		K00024	0.516666667	0.376681614	0.319148936	0.364485981	0.154798762	0.292307692	0.303370787	0.283018868	0.227488152		K00024	0.521008403	0.380090498	0.326086957	0.373205742	0.156739812	0.296875	0.310344828	0.288461538	0.229665072		K00024	0.464788732	0.33976834	0.276785714	0.313432836	0.132352941	0.261682243	0.273584906	0.267857143	0.207692308
K00025	0.016666667	0.01793722	0.042553191	0.018691589	0.018575851	0.007692308	0.02247191	0.037735849	0.018957346		K00025	0.016666667	0.01793722	0.042553191	0.018691589	0.018575851	0.007692308	0.02247191	0.037735849	0.018957346		K00025	0.016806723	0.018099548	0.043478261	0.019138756	0.018808777	0.0078125	0.022988506	0.038461538	0.019138756		K00025	0.014084507	0.015444015	0.035714286	0.014925373	0.014705882	0.00623053	0.018867925	0.035714286	0.015384615
K00026	0.216666667	0.170403587	0.095744681	0.140186916	0.080495356	0.115384615	0.08988764	0.188679245	0.09478673		K00026	0.216666667	0.170403587	0.095744681	0.140186916	0.080495356	0.115384615	0.08988764	0.188679245	0.09478673		K00026	0.218487395	0.171945701	0.097826087	0.14354067	0.081504702	0.1171875	0.091954023	0.192307692	0.09569378		K00026	0.183098592	0.146718147	0.080357143	0.111940299	0.06372549	0.093457944	0.075471698	0.178571429	0.076923077
K00027	0.6	0.66367713	0.808510638	0.728971963	0.904024768	0.646153846	0.573033708	0.622641509	1.109004739		K00027	0.6	0.66367713	0.808510638	0.728971963	0.904024768	0.646153846	0.573033708	0.622641509	1.109004739		K00027	0.605042017	0.669683258	0.826086957	0.746411483	0.915360502	0.65625	0.586206897	0.634615385	1.119617225		K00027	0.450704225	0.532818533	0.589285714	0.529850746	0.617647059	0.485981308	0.433962264	0.571428571	0.884615385
K00029	0.75	0.547085202	0.531914894	0.495327103	0.334365325	0.438461538	0.426966292	0.396226415	0.379146919		K00029	0.75	0.547085202	0.531914894	0.495327103	0.334365325	0.438461538	0.426966292	0.396226415	0.379146919		K00029	0.789915966	0.570135747	0.565217391	0.526315789	0.351097179	0.4609375	0.448275862	0.403846154	0.392344498		K00029	0.464788732	0.378378378	0.321428571	0.291044776	0.181372549	0.274143302	0.264150943	0.339285714	0.253846154
K00030	0	0.089686099	0.106382979	0.08411215	0.061919505	0.053846154	0.146067416	0.018867925	0.113744076		K00030	0	0.089686099	0.106382979	0.08411215	0.061919505	0.053846154	0.146067416	0.018867925	0.113744076		K00030	0	0.090497738	0.108695652	0.086124402	0.062695925	0.0546875	0.149425287	0.019230769	0.114832536		K00030	0	0.069498069	0.080357143	0.059701493	0.044117647	0.037383178	0.113207547	0	0.084615385
K00031	0.483333333	0.466367713	0.393617021	0.560747664	0.786377709	0.523076923	0.471910112	0.433962264	0.758293839		K00031	0.483333333	0.466367713	0.393617021	0.560747664	0.786377709	0.523076923	0.471910112	0.433962264	0.758293839		K00031	0.487394958	0.470588235	0.402173913	0.574162679	0.796238245	0.53125	0.482758621	0.442307692	0.765550239		K00031	0.352112676	0.370656371	0.276785714	0.395522388	0.519607843	0.386292835	0.339622642	0.392857143	0.592307692
K00032	0	0	0	0.009345794	0	0	0	0	0.009478673		K00032	0	0	0	0.009345794	0	0	0	0	0.009478673		K00032	0	0	0	0.009569378	0	0	0	0	0.009569378		K00032	0	0	0	0.007462687	0	0	0	0	0.007692308
K00033	0.283333333	0.143497758	0.212765957	0.177570093	0.099071207	0.107692308	0.123595506	0.113207547	0.151658768		K00033	0.283333333	0.143497758	0.212765957	0.177570093	0.099071207	0.107692308	0.123595506	0.113207547	0.151658768		K00033	0.285714286	0.14479638	0.217391304	0.181818182	0.10031348	0.109375	0.126436782	0.115384615	0.153110048		K00033	0.225352113	0.115830116	0.160714286	0.134328358	0.068627451	0.080996885	0.094339623	0.089285714	0.123076923
K00034	0.033333333	0.00896861	0.042553191	0	0.018575851	0.007692308	0.02247191	0.018867925	0.018957346		K00034	0.033333333	0.00896861	0.042553191	0	0.018575851	0.007692308	0.02247191	0.018867925	0.018957346		K00034	0.033613445	0.009049774	0.043478261	0	0.018808777	0.0078125	0.022988506	0.019230769	0.019138756		K00034	0.028169014	0.007722008	0.035714286	0	0.014705882	0.00623053	0.018867925	0.017857143	0.015384615
K00036	0.233333333	0.143497758	0.117021277	0.140186916	0.092879257	0.107692308	0.123595506	0.113207547	0.142180095		K00036	0.233333333	0.143497758	0.117021277	0.140186916	0.092879257	0.107692308	0.123595506	0.113207547	0.142180095		K00036	0.235294118	0.14479638	0.119565217	0.14354067	0.094043887	0.109375	0.126436782	0.115384615	0.14354067		K00036	0.169014085	0.108108108	0.080357143	0.097014925	0.058823529	0.074766355	0.08490566	0.089285714	0.107692308
K00038	0	0	0.010638298	0.018691589	0.00619195	0	0.02247191	0	0.009478673		K00038	0	0	0.010638298	0.018691589	0.00619195	0	0.02247191	0	0.009478673		K00038	0	0	0.010869565	0.019138756	0.006269592	0	0.022988506	0	0.009569378		K00038	0	0	0.008928571	0.014925373	0.004901961	0	0.018867925	0	0.007692308
K00040	0.183333333	0.304932735	0.29787234	0.299065421	0.501547988	0.407692308	0.168539326	0.245283019	0.691943128		K00040	0.183333333	0.304932735	0.29787234	0.299065421	0.501547988	0.407692308	0.168539326	0.245283019	0.691943128		K00040	0.18487395	0.307692308	0.304347826	0.306220096	0.514106583	0.421875	0.172413793	0.25	0.708133971		K00040	0.126760563	0.231660232	0.205357143	0.201492537	0.328431373	0.286604361	0.113207547	0.214285714	0.5
K00041	0.683333333	0.502242152	0.457446809	0.327102804	0.600619195	0.607692308	0.426966292	0.509433962	0.654028436		K00041	0.683333333	0.502242152	0.457446809	0.327102804	0.600619195	0.607692308	0.426966292	0.509433962	0.654028436		K00041	0.655462185	0.488687783	0.445652174	0.315789474	0.589341693	0.59375	0.413793103	0.5	0.631578947		K00041	0.478873239	0.370656371	0.321428571	0.208955224	0.387254902	0.404984424	0.283018868	0.446428571	0.430769231
K00042	0.216666667	0.170403587	0.159574468	0.205607477	0.173374613	0.107692308	0.112359551	0.037735849	0.44549763		K00042	0.216666667	0.170403587	0.159574468	0.205607477	0.173374613	0.107692308	0.112359551	0.037735849	0.44549763		K00042	0.218487395	0.171945701	0.163043478	0.210526316	0.175548589	0.109375	0.114942529	0.038461538	0.459330144		K00042	0.197183099	0.154440154	0.142857143	0.179104478	0.147058824	0.093457944	0.103773585	0.035714286	0.4
K00044	0	0	0	0	0	0	0	0	0.009478673		K00044	0	0	0	0	0	0	0	0	0.009478673		K00044	0	0	0	0	0	0	0	0	0.009569378		K00044	0	0	0	0	0	0	0	0	0.007692308
K00045	0	0	0	0	0	0.007692308	0	0	0.018957346		K00045	0	0	0	0	0	0.007692308	0	0	0.018957346		K00045	0	0	0	0	0	0.0078125	0	0	0.019138756		K00045	0	0	0	0	0	0.00623053	0	0	0.015384615
K00046	0.666666667	0.6367713	0.606382979	0.392523364	0.501547988	0.607692308	0.415730337	0.641509434	0.597156398		K00046	0.666666667	0.6367713	0.606382979	0.392523364	0.501547988	0.607692308	0.415730337	0.641509434	0.597156398		K00046	0.68907563	0.660633484	0.630434783	0.411483254	0.520376176	0.6328125	0.436781609	0.673076923	0.622009569		K00046	0.633802817	0.602316602	0.571428571	0.358208955	0.460784314	0.560747664	0.396226415	0.625	0.561538462
K00048	0.5	0.358744395	0.414893617	0.289719626	0.544891641	0.415384615	0.280898876	0.471698113	0.44549763		K00048	0.5	0.358744395	0.414893617	0.289719626	0.544891641	0.415384615	0.280898876	0.471698113	0.44549763		K00048	0.487394958	0.343891403	0.402173913	0.28708134	0.532915361	0.40625	0.275862069	0.461538462	0.43062201		K00048	0.352112676	0.27027027	0.303571429	0.223880597	0.367647059	0.274143302	0.20754717	0.482142857	0.276923077
K00049	0	0	0	0	0	0	0.011235955	0	0		K00049	0	0	0	0	0	0	0.011235955	0	0		K00049	0	0	0	0	0	0	0.011494253	0	0		K00049	0	0	0	0	0	0	0.009433962	0	0
K00051	0	0	0	0	0.00619195	0.007692308	0	0	0		K00051	0	0	0	0	0.00619195	0.007692308	0	0	0		K00051	0	0	0	0	0.006269592	0.0078125	0	0	0		K00051	0	0	0	0	0.004901961	0.00623053	0	0	0
K00052	0.733333333	0.67264574	0.872340426	0.719626168	0.848297214	0.823076923	0.595505618	0.679245283	1.146919431		K00052	0.733333333	0.67264574	0.872340426	0.719626168	0.848297214	0.823076923	0.595505618	0.679245283	1.146919431		K00052	0.739495798	0.687782805	0.902173913	0.746411483	0.871473354	0.84375	0.609195402	0.692307692	1.177033493		K00052	0.633802817	0.594594595	0.741071429	0.589552239	0.681372549	0.704049844	0.509433962	0.642857143	1.007692308
K00053	0.816666667	0.789237668	0.734042553	0.700934579	0.941176471	0.707692308	0.662921348	0.660377358	0.909952607		K00053	0.816666667	0.789237668	0.734042553	0.700934579	0.941176471	0.707692308	0.662921348	0.660377358	0.909952607		K00053	0.806722689	0.787330317	0.739130435	0.708133971	0.940438871	0.7109375	0.666666667	0.653846154	0.909090909		K00053	0.704225352	0.694980695	0.616071429	0.574626866	0.75	0.598130841	0.556603774	0.625	0.792307692
K00054	0.016666667	0.01793722	0.010638298	0.009345794	0.018575851	0.007692308	0	0.018867925	0.018957346		K00054	0.016666667	0.01793722	0.010638298	0.009345794	0.018575851	0.007692308	0	0.018867925	0.018957346		K00054	0	0.009049774	0	0	0.012539185	0	0	0	0.009569378		K00054	0	0.007722008	0	0	0.009803922	0	0	0	0.007692308
K00057	0.95	0.896860987	0.840425532	0.925233645	0.904024768	0.784615385	0.752808989	0.905660377	0.966824645		K00057	0.95	0.896860987	0.840425532	0.925233645	0.904024768	0.784615385	0.752808989	0.905660377	0.966824645		K00057	0.991596639	0.941176471	0.891304348	0.985645933	0.952978056	0.828125	0.804597701	0.961538462	1.014354067		K00057	0.845070423	0.810810811	0.732142857	0.791044776	0.754901961	0.691588785	0.660377358	0.875	0.876923077
K00058	1.4	1.390134529	1.64893617	1.738317757	1.479876161	1.346153846	1.191011236	1.622641509	2.483412322		K00058	1.4	1.390134529	1.64893617	1.738317757	1.479876161	1.346153846	1.191011236	1.622641509	2.483412322		K00058	1.478991597	1.466063348	1.760869565	1.866028708	1.567398119	1.4296875	1.275862069	1.730769231	2.622009569		K00058	1.154929577	1.189189189	1.321428571	1.388059701	1.117647059	1.102803738	0.971698113	1.535714286	2.130769231
K00059	3.2	3.165919283	2.925531915	2.439252336	2.705882353	2.715384615	2.179775281	3.150943396	3.317535545		K00059	3.2	3.165919283	2.925531915	2.439252336	2.705882353	2.715384615	2.179775281	3.150943396	3.317535545		K00059	3.226890756	3.194570136	2.989130435	2.497607656	2.739811912	2.7578125	2.229885057	3.211538462	3.349282297		K00059	2.704225352	2.725868726	2.455357143	1.947761194	2.142156863	2.199376947	1.830188679	2.982142857	2.692307692
K00060	0.25	0.242152466	0.14893617	0.317757009	0.26625387	0.153846154	0.146067416	0.113207547	0.436018957		K00060	0.25	0.242152466	0.14893617	0.317757009	0.26625387	0.153846154	0.146067416	0.113207547	0.436018957		K00060	0.235294118	0.235294118	0.141304348	0.306220096	0.257053292	0.1484375	0.137931034	0.096153846	0.421052632		K00060	0.211267606	0.208494208	0.125	0.246268657	0.210784314	0.124610592	0.113207547	0.107142857	0.353846154
K00063	0	0	0	0	0.00619195	0	0	0	0.009478673		K00063	0	0	0	0	0.00619195	0	0	0	0.009478673		K00063	0	0	0	0	0.006269592	0	0	0	0.009569378		K00063	0	0	0	0	0.004901961	0	0	0	0.007692308
K00064	0	0	0	0	0	0.007692308	0	0	0		K00064	0	0	0	0	0	0.007692308	0	0	0		K00064	0	0	0	0	0	0.0078125	0	0	0		K00064	0	0	0	0	0	0	0	0	0
K00065	0.1	0.098654709	0.085106383	0.168224299	0.198142415	0.153846154	0.04494382	0.188679245	0.18957346		K00065	0.1	0.098654709	0.085106383	0.168224299	0.198142415	0.153846154	0.04494382	0.188679245	0.18957346		K00065	0.100840336	0.099547511	0.086956522	0.172248804	0.200626959	0.15625	0.045977011	0.192307692	0.19138756		K00065	0.084507042	0.092664093	0.080357143	0.149253731	0.181372549	0.137071651	0.037735849	0.178571429	0.176923077
K00066	0.016666667	0.035874439	0.021276596	0.028037383	0.049535604	0.046153846	0.02247191	0	0.018957346		K00066	0.016666667	0.035874439	0.021276596	0.028037383	0.049535604	0.046153846	0.02247191	0	0.018957346		K00066	0.016806723	0.036199095	0.02173913	0.028708134	0.05015674	0.046875	0.022988506	0	0.019138756		K00066	0.014084507	0.030888031	0.017857143	0.02238806	0.039215686	0.037383178	0.018867925	0	0.015384615
K00067	1.233333333	1.058295964	1.106382979	1.056074766	0.941176471	1.038461538	0.97752809	1.037735849	1.042654028		K00067	1.233333333	1.058295964	1.106382979	1.056074766	0.941176471	1.038461538	0.97752809	1.037735849	1.042654028		K00067	1.294117647	1.113122172	1.184782609	1.129186603	0.996865204	1.1015625	1.045977011	1.096153846	1.100478469		K00067	1.154929577	0.988416988	1.008928571	0.955223881	0.828431373	0.947040498	0.896226415	1.017857143	0.976923077
K00068	0	0.00896861	0.010638298	0.018691589	0.012383901	0.007692308	0	0.018867925	0.009478673		K00068	0	0.00896861	0.010638298	0.018691589	0.012383901	0.007692308	0	0.018867925	0.009478673		K00068	0	0	0	0.009569378	0.006269592	0	0	0	0		K00068	0	0.007722008	0.008928571	0.014925373	0.009803922	0.00623053	0	0.017857143	0.007692308
K00069	0.016666667	0.01793722	0.010638298	0	0.012383901	0	0	0	0.009478673		K00069	0.016666667	0.01793722	0.010638298	0	0.012383901	0	0	0	0.009478673		K00069	0.016806723	0.018099548	0.010869565	0	0.012539185	0	0	0	0.009569378		K00069	0.014084507	0.015444015	0.008928571	0	0.009803922	0	0	0	0.007692308
K00070	0	0.00896861	0	0	0	0	0	0	0		K00070	0	0.00896861	0	0	0	0	0	0	0		K00070	0	0.009049774	0	0	0	0	0	0	0		K00070	0	0.007722008	0	0	0	0	0	0	0
K00071	0	0	0	0	0	0.007692308	0	0.018867925	0		K00071	0	0	0	0	0	0.007692308	0	0.018867925	0		K00071	0	0	0	0	0	0.0078125	0	0.019230769	0		K00071	0	0	0	0	0	0.00623053	0	0.017857143	0
K00073	0	0	0.010638298	0.028037383	0.00619195	0.015384615	0.011235955	0.018867925	0.028436019		K00073	0	0	0.010638298	0.028037383	0.00619195	0.015384615	0.011235955	0.018867925	0.028436019		K00073	0	0	0.010869565	0.028708134	0.006269592	0.015625	0.011494253	0.019230769	0.028708134		K00073	0	0	0.008928571	0.02238806	0.004901961	0.012461059	0.009433962	0.017857143	0.023076923
K00074	0.133333333	0.286995516	0.468085106	0.355140187	0.489164087	0.261538462	0.348314607	0.226415094	0.559241706		K00074	0.133333333	0.286995516	0.468085106	0.355140187	0.489164087	0.261538462	0.348314607	0.226415094	0.559241706		K00074	0.134453782	0.298642534	0.5	0.373205742	0.514106583	0.2734375	0.367816092	0.230769231	0.583732057		K00074	0.112676056	0.254826255	0.401785714	0.305970149	0.406862745	0.224299065	0.311320755	0.214285714	0.507692308
K00075	0.916666667	0.995515695	0.914893617	0.943925234	1.015479876	0.915384615	0.887640449	0.867924528	1.090047393		K00075	0.916666667	0.995515695	0.914893617	0.943925234	1.015479876	0.915384615	0.887640449	0.867924528	1.090047393		K00075	0.941176471	1.031674208	0.956521739	0.985645933	1.053291536	0.953125	0.931034483	0.903846154	1.129186603		K00075	0.830985915	0.911196911	0.8125	0.828358209	0.867647059	0.822429907	0.79245283	0.839285714	1.007692308
K00076	0	0.01793722	0.021276596	0.065420561	0.00619195	0.038461538	0.04494382	0.037735849	0.018957346		K00076	0	0.01793722	0.021276596	0.065420561	0.00619195	0.038461538	0.04494382	0.037735849	0.018957346		K00076	0	0.009049774	0.010869565	0.057416268	0	0.03125	0.034482759	0.019230769	0.009569378		K00076	0	0.015444015	0.017857143	0.052238806	0.004901961	0.031152648	0.037735849	0.035714286	0.015384615
K00077	0.1	0.116591928	0.159574468	0.130841121	0.030959752	0.1	0.112359551	0.132075472	0.227488152		K00077	0.1	0.116591928	0.159574468	0.130841121	0.030959752	0.1	0.112359551	0.132075472	0.227488152		K00077	0.100840336	0.117647059	0.163043478	0.133971292	0.031347962	0.1015625	0.114942529	0.134615385	0.23923445		K00077	0.084507042	0.108108108	0.142857143	0.111940299	0.024509804	0.087227414	0.094339623	0.125	0.207692308
K00078	0.05	0.080717489	0.095744681	0.065420561	0.210526316	0.1	0.08988764	0.150943396	0.208530806		K00078	0.05	0.080717489	0.095744681	0.065420561	0.210526316	0.1	0.08988764	0.150943396	0.208530806		K00078	0.050420168	0.081447964	0.097826087	0.066985646	0.213166144	0.1015625	0.091954023	0.153846154	0.210526316		K00078	0.042253521	0.069498069	0.080357143	0.052238806	0.166666667	0.080996885	0.075471698	0.142857143	0.169230769
K00079	0	0	0.010638298	0	0	0	0	0	0		K00079	0	0	0.010638298	0	0	0	0	0	0		K00079	0	0	0.010869565	0	0	0	0	0	0		K00079	0	0	0.008928571	0	0	0	0	0	0
K00082	0	0	0	0	0	0.007692308	0	0	0		K00082	0	0	0	0	0	0.007692308	0	0	0		K00082	0	0	0	0	0	0.0078125	0	0	0		K00082	0	0	0	0	0	0.00623053	0	0	0
K00086	0.133333333	0.188340807	0.223404255	0.177570093	0.148606811	0.153846154	0.168539326	0.20754717	0.170616114		K00086	0.133333333	0.188340807	0.223404255	0.177570093	0.148606811	0.153846154	0.168539326	0.20754717	0.170616114		K00086	0.134453782	0.190045249	0.22826087	0.181818182	0.150470219	0.15625	0.172413793	0.211538462	0.172248804		K00086	0.112676056	0.162162162	0.1875	0.141791045	0.117647059	0.124610592	0.141509434	0.196428571	0.138461538
K00087	0.233333333	0.188340807	0.319148936	0.355140187	0.427244582	0.2	0.258426966	0.132075472	0.549763033		K00087	0.233333333	0.188340807	0.319148936	0.355140187	0.427244582	0.2	0.258426966	0.132075472	0.549763033		K00087	0.218487395	0.180995475	0.315217391	0.354066986	0.420062696	0.1953125	0.252873563	0.115384615	0.535885167		K00087	0.112676056	0.108108108	0.151785714	0.164179104	0.181372549	0.099688474	0.122641509	0.107142857	0.307692308
K00088	1.316666667	1.273542601	1.425531915	1.261682243	1.424148607	1.307692308	1.303370787	1.056603774	1.421800948		K00088	1.316666667	1.273542601	1.425531915	1.261682243	1.424148607	1.307692308	1.303370787	1.056603774	1.421800948		K00088	1.361344538	1.321266968	1.5	1.330143541	1.485893417	1.3671875	1.367816092	1.096153846	1.473684211		K00088	1.028169014	1.05019305	1.071428571	0.932835821	1.004901961	1.015576324	0.990566038	0.982142857	1.153846154
